Légumes,Chou-fleur,"Sur les étals français, on trouve du chou-fleur toute l’année. Ça tombe bien : cru ou cuit, il se prête à de multiples recettes et présente de sérieuses qualités nutritionnelles. Vous pouvez donc en manger sans compter !",40,75,70,"Ail, bette à carde, betterave, carotte, céleri, concombre, épinard, haricot, laitue, oignon, pomme de terre","Lorsque la pomme a 7 cm de diamètre, relevez et rattachez les feuilles au-dessus pour blanchir.",
Légumes,Chou-pommé,"Légume universel, le chou est une des composantes essentielles de l’alimentation traditionnelle. À chaque région de France sa spécialité à base de chou. Longtemps associé à des plats roboratifs, le chou retrouve aujourd’hui toute sa place dans des préparations légères et raffinées.",40,75,40 à 100,"Ail, bette à carde, betterave, carotte, céleri, concombre, épinard, haricot, laitue, oignon, pomme de terre",,chou-pomme.jpg
Légumes,Chou-rave,,20,45,50,"Betterave, concombre, oignon",,
Légumes,Citrouille(potiron),"Symbole d’automne, le potiron est originaire d’Amérique du Sud. Très présent dans les jardins d’antan, il redevient populaire depuis plusieurs années. Ses couleurs, sa forme et ses saveurs se marient à merveille avec tous les plats, traditionnels ou audacieux. Les enfants l’adorent.",200,250,120,"Laitue, maïs, pois, radis",Semez en poquets de 3 graines. Gardez 2 à 4 fruits par plant.,potiron.jpg
Légumes,Concombre,"Accessible à tous les porte-monnaie, le concombre est par ailleurs facile à préparer et peu calorique. Chaque année, il remporte un vif succès. En France, nous en consommons environ 1,8 kilos par an et par personne. Cru ou cuit, apprenez à varier les plaisirs !",120,120,60,"Céleri, chou-rave, chou, haricot, laitue, maïs, oignon, pois, radis, tomate",Semez en poquets de 5 graines. Gardez 3 plants par poquet.,concombre.jpg
Légumes,Échalote,"Légume aromatique typiquement français, l’échalote appartient à la famille des oignons. Sa culture est principalement située dans l’ouest de la France et en Bretagne. Présente sur les étals toute l’année, l’échalote dynamise toutes vos recettes au quotidien, tout en vous prodiguant ses bienfaits.",10,35,70,,Plantez les bulbes au printemps.,echalote.jpg
Légumes,Épinard,"Plante annuelle originaire du Caucase ou d’Asie Mineure, l’épinard est devenu populaire en France tardivement. Reconnu pour ses qualités nutritionnelles et ses bienfaits énergétiques, il entre dans la composition de plats savoureux. Aliment bien-être, il vaut le coup d’être découvert ou redécouvert pour sa saveur !",10,40,50,"Chou, laitue, poireau, radis","Semez tôt au printemps ou à la fin de l'été, sinon risque de monter en graines.",epinard.jpg
Légumes,Haricot nain,,5,30,50,"Aubergine, bette à carde, betterave, carotte, céleri, céleri-rave, chou, concombre, maïs, pois, pomme de terre, radis, tomate",Semez aux 15 jours jusqu'au 15 juillet.,
Légumes,Haricot grimpant,,10,100,60,"Carotte, maïs, pois, radis","Tuteurez sur des bambous, des fils, un filet ou un treillis.",
Légumes,Laitue frisée,"Qui ne connait pas la laitue ? Cinquième légume le plus consommé des français, elle est aussi l’un des plus populaires dans le monde. La Lactuca sativa regroupe plusieurs centaines de variétés ; guère étonnant puisqu’elle est cultivée depuis la plus lointaine Antiquité. Croquante ou fondante, charnue ou légère, elle se déguste surtout en salade, mais se prête à bon nombre de préparations cuites.   ",15,30,40,"Ail, betterave, brocoli, carotte, céleri, céleri-rave, chou, concombre,","Semez tôt au printemps ou à la fin de l'été, sinon risque de monter en graines.",laitue.jpg
Légumes,Laitue pommée,"Qui ne connait pas la laitue ? Cinquième légume le plus consommé des français, elle est aussi l’un des plus populaires dans le monde. La Lactuca sativa regroupe plusieurs centaines de variétés ; guère étonnant puisqu’elle est cultivée depuis la plus lointaine Antiquité. Croquante ou fondante, charnue ou légère, elle se déguste surtout en salade, mais se prête à bon nombre de préparations cuites.   ",30,30,70,"épinard, oignon, radis",,laitue.jpg
Légumes,Mais,,25,75,70,"Betterave, concombre, citrouille, haricot, melon, pois, pomme de terre",Semez sur au moins deux rangs pour favoriser la pollinisation.,
Fruits,Melon,"En été, le melon garnit généreusement les étals et parfume agréablement nos paniers. Rond et savoureux, il fait partie des fruits et légumes d'été préférés des Français. Il se consomme aujourd’hui surtout comme un fruit, mais agrémente également des préparations salées.",150,200,80,Mais,Semez en poquets de 3 graines. Gardez 3 ou 4 fruits par plant.,melon.jpg
Légumes,Navet d'été,"Avec la carotte et le poireau, le navet est le troisième mousquetaire des légumes dits ""basiques"".  Originaire d’Europe de l’Est, cette racine gorgée d’eau n’est pas aussi fade que sa réputation le laisse entendre. Au contraire, son goût caractéristique donne une touche indispensable à de nombreuses spécialités régionales comme à des plats très raffinés. Ses qualités nutritionnelles en font un compagnon de votre bien-être, apprécié de l’automne au printemps.   ",7,40,50,Pois,,navet.jpg
Légumes,Oignon,"n ne présente plus l’oignon ! Cru, il dégage un arôme puissant et des saveurs marquées que la cuisson adoucit. S’invitant dans un nombre impressionnant de préparations, il se prête avec autant de réussite aux plats les plus rustiques (flamiche, gratinée…) qu’aux mets les plus sophistiqués (foie gras poêlé, magret de canard…). Ce bulbe, organe de réserves nutritives pour la plante et sa fleur, présente aussi des qualités nutritionnelles qui vous invitent à conjuguer bien-être et plaisir de la table.",10,30,100,"Bette à carde, betterave, brocoli, carotte, céleri, chou-rave, chou, concombre, laitue, piment, poireau, tomate",Couchez les tiges au sol à la fin d'août.,oignon.jpg
Légumes,Panais,"De la même famille que la carotte, le panais est l’un des légumes anciens qui connait un spectaculaire renouveau. Il renferme de très nombreux minéraux et vitamines. On peut le consommer cru comme cuit.",10,45,100,Radis,,panais.jpg
Légumes,Poivron,"Symbole d’été, de vacances et de grillades, le poivron arbore ses couleurs joyeuses sur les marchés. Légume-fruit comme la tomate, il s’intègre facilement dans toutes les recettes gorgées de soleil… Peu calorique, il est également apprécié pour ses vitamines.",30,45,60,"Aubergine, carotte, oignon, pois, tomate",Les piments verts sont des piments immatures.,poivron.jpg
Légumes,Poireau,"Le poireau se retrouve toute l’année sur les étals des marchés. Légume résistant, il entre dans la composition de nombreux plats grâce à son parfum si particulier et à sa saveur aillée. Originaire du Moyen-Orient, il a traversé les siècles pour être aujourd’hui le neuvième légume le plus consommé par les Français.",10,80,90,"Betterave, carotte, céleri, céleri-rave, épinard, oignon",Buttez régulièrement.,
Légumes,Pois,"Légume printanier par excellence, le petit pois frais sait se faire désirer. Traditionnellement consommé sec, il a vu les techniques de production évoluer et se décline aujourd’hui en d’innombrables variétés aux qualités diverses. Ses qualités nutritionnelles originales en font un aliment de plaisir et de bien-être.",6,80,70,"Aubergine, carotte, concombre, citrouille, épinard, haricot, maïs, navet, piment, pomme de terre, radis","Semez aux 15 jours du début mai au 15 juin. Tuteurez sur un grillage, un filet ou un treillis.",
Légumes,Pomme de terre,"Consommée depuis le XIXe siècle, la pomme de terre est rapidement devenue le légume préféré des Français. Des centaines de variétés sont présentes sur les étals, chacune réservée à un usage spécifique. La pomme de terre se prête à tous types de cuissons et de recettes, qui facilitent son intégration dans votre alimentation quotidienne. Et ne vous en privez surtout pas : c’est un véritable concentré d’énergie et de vitamines !",35,80,100,"Ail, aubergine, chou, haricot, maïs, pois",Sarclez et buttez régulièrement. Récoltez lorsque les feuilles sont sèches.,pomme-de-terre.jpg
Légumes,Radis,"Plante potagère annuelle, le radis est une racine comestible originaire d’Asie mineure. Longues, rondes, petites ou grosses, les différentes variétés proposent une subtile palette de saveurs. Croqué au naturel avec un peu de sel, c’est un pur aliment plaisir reconnu aussi pour ses qualités nutritionnelles. ",4,25,30,"Betterave, carotte, citrouille, concombre, épinard, haricot, laitue, panais, pois","Semez tôt au printemps ou à la fin de l'été, sinon risque de monter en graines.",radis.jpg
Légumes,Rutabaga,Il se cultive comme un chou mais se cuisine… comme un navet. Le rutabaga est un légume d’hiver peu à peu remis au goût du jour en cuisine. Il se déguste en crudité ou cuisiné.,15,60,90,Pois,Récoltez lorsque les racines ont 6 à 10 cm de diamètre.,rutabaga.jpg
Légumes,Salsifis,,10,30,130,Carotte  ,Récoltez après la première gelée.,
Fruits,Tomate,"La tomate colore les étals de nos marchés et nos assiettes tout au long de l’année. Très simple à consommer, elle se prête à une infinité de préparations. Très riche au niveau nutritionnel, elle a de véritables atouts bien-être. Toutes ses qualités en font le légume le plus consommé en France.",45-90,45-90,70,"Ail, carotte, céleri, concombre, haricot, oignon, piment, radis",Plantez de sorte que les premières feuilles soient près du sol. Enlevez les gourmands à l'aisselle des feuilles des cultivars de type indéterminé.,tomate.jpg
Légumes,Ciboulette,"Bien qu'on la considère souvent comme une herbe fine, la ciboulette est bel et bien un légume. Il s'agit de la plus petite plante de la famille des oignons. Elle possède une saveur douce et fine.",,,,,,
Fruits,Fraise,"Chaque année au printemps, les fraises font leur retour sur les étals, et ce pour notre plus grand plaisir ! Elles redonnent des couleurs à nos assiettes, émoustillent nos papilles… et surtout nous apportent une bonne dose de vitamines et d’antioxydants. Peu caloriques, elles peuvent même se consommer sans modération. Il ne vous reste plus qu’à trouver la variété la plus à votre goût…",,,,,"La fraise est l’un des fruits qui contient le plus de vitamine C. À l’approche des beaux jours, elle prend ainsi le relais des agrumes pour recharger vos batteries. Comme tous les fruits rouges, elle est, par ailleurs, dotée d’un excellent pouvoir antioxydant. Peu calorique, vous pouvez en manger sans compter.",fraise.jpg
Fruits,Pomme,"Cultivée dès le Néolithique, la pomme est aujourd'hui le fruit le plus consommé par les Français. Ses techniques de production se sont perfectionnées au cours des siècles, offrant un large éventail de variétés et de saveurs. La pomme rythme tous les moments de la journée, croquée au naturel ou cuisinée pour des mets sucrés ou salés. Aliment plaisir, ses qualités nutritionnelles en font également un allié incontournable de votre bien-être.",,,,,,pomme.jpg
Herbes,Persil,"Plante aromatique bisannuelle originaire de la Méditerranée, le persil est un incontournable de la cuisine. À la fois condiment et garniture, il apporte sa fraîcheur et ses parfums à de très nombreuses préparations.",,,,,,persil.jpg
Fruits,Mûre,"Petite baie juteuse de couleur violet foncé au goût acidulé et sucré, la mûre évoque le grignotage au bord des haies sauvages. Fruit gourmand par excellence, la mûre est également cultivée. Plus douce et plus sucrée, la mûre de culture offre, elle aussi, tout un panel de saveurs. Le petit fruit à la belle robe sombre est une habituée de la cuisine. Elle est aussi une alliée incontournable de votre bien-être.",,,,,"Bien pourvue en vitamines et minéraux, elle présente un apport particulièrement élevé en pigments aux propriétés antioxydantes.",mure.jpg
Fruits,Myrtille(Bleuet),"Petite baie gourmande, la myrtille vous séduira par sa jolie teinte bleu-noir et son goût parfumé, légèrement sucré et acidulé. Fruit d’une plante sauvage peu à peu cultivée, la myrtille évoque les confitures d’antan mais offre aussi, par ses saveurs fraîches, florales et boisées, un large éventail de possibilités culinaires.",,,,,"Peu calorique, la myrtille est bien pourvue en fibres et en vitamines C, ainsi qu’en minéraux très variés.",myrtille.jpg
Fruits,Framboise,"Sensuelle et charnue, la framboise possède une saveur parfumée et suave. Elle se déguste nature ou cuisinée, mais reste fragile. Ce petit fruit rouge présente un apport calorique modéré : avec elle, alliez plaisir en bouche et bien-être !",,,,,"Croquée nature au retour des courses ou utilisée dans une recette sophistiquée, la framboise a tous les atouts pour vous séduire! Son faible apport calorique en fait un fruit idéal pour les gourmands qui surveillent leur ligne. Elle contient par ailleurs des antioxydants, des fibres et des minéraux.",framboise.jpg
Fruits,,,,,,,,
